feature,soh_correlation,abs_correlation
thermal_spread_under_load_rolling_mean_3,-0.7441306483042869,0.7441306483042869
thermal_spread_under_load,-0.7325785603135356,0.7325785603135356
thermal_spread_mean_rolling_mean_3,-0.7299728302010235,0.7299728302010235
thermal_spread_under_load_rolling_mean_5,-0.7228563001435573,0.7228563001435573
thermal_spread_mean,-0.7127191766531682,0.7127191766531682
Cell_T_Max_charge_start,-0.7124590468536648,0.7124590468536648
thermal_spread_mean_rolling_mean_5,-0.7078423647410896,0.7078423647410896
SOC_range_rolling_std_5,-0.7065502985746511,0.7065502985746511
Cell_T_Max_discharge_end,-0.7033817380951894,0.7033817380951894
proxy_IR_mean_rolling_std_5,0.699801599424593,0.699801599424593
thermal_spread_std,-0.6975849593752343,0.6975849593752343
voltage_asymmetry_mean,-0.6943959190067327,0.6943959190067327
voltage_asymmetry_under_load_rolling_std_10,0.6770650198033352,0.6770650198033352
SOC_range_rolling_mean_5,-0.6661166657611358,0.6661166657611358
proxy_IR_trend_slope_10,0.6601434597801658,0.6601434597801658
thermal_spread_under_load_rolling_mean_10,-0.6518835462264343,0.6518835462264343
thermal_spread_mean_rolling_std_5,-0.6390006183239578,0.6390006183239578
thermal_spread_mean_rolling_std_3,-0.6383201131126943,0.6383201131126943
Cell_V_Avg_mean_rolling_std_10,-0.6367155965895464,0.6367155965895464
thermal_spread_mean_rolling_mean_10,-0.6320141932280845,0.6320141932280845
proxy_IR_mean_rolling_std_3,0.6046996693064534,0.6046996693064534
thermal_response_ratio_rolling_std_5,-0.5876679936513486,0.5876679936513486
thermal_response_ratio_rolling_mean_3,-0.5813159091039882,0.5813159091039882
proxy_IR_mean_roc,0.580956041999725,0.580956041999725
energy_efficiency_rolling_std_10,0.5798067379515047,0.5798067379515047
proxy_IR_std,-0.5732065737177685,0.5732065737177685
Cell_T_Avg_charge_start,-0.5693415248355803,0.5693415248355803
Cell_T_Avg_discharge_end,-0.5693415248355803,0.5693415248355803
thermal_response_ratio_rolling_mean_5,-0.5567744569061241,0.5567744569061241
proxy_IR_mean_delta,0.5563332357753482,0.5563332357753482
discharge_duration_rolling_std_10,-0.553684732840534,0.553684732840534
cycle_duration,0.5460375342362788,0.5460375342362788
voltage_spread_under_load_rolling_std_5,0.5423536693402481,0.5423536693402481
Current_mean,-0.5334790328024556,0.5334790328024556
thermal_response_ratio_rolling_std_3,-0.5237941429280574,0.5237941429280574
SOC_range_rolling_mean_3,-0.523358170061049,0.523358170061049
SOC_range_rolling_std_3,-0.5233581700610431,0.5233581700610431
discharge_duration,0.5221154752956788,0.5221154752956788
thermal_response_ratio,-0.5218983566674406,0.5218983566674406
Cell_V_Avg_mean_rolling_std_5,-0.5175600442385255,0.5175600442385255
discharge_duration_rolling_std_5,-0.5086452744412073,0.5086452744412073
thermal_spread_mean_rolling_std_10,-0.5001240560183473,0.5001240560183473
Cell_T_Min_discharge_end,-0.4969343813959885,0.4969343813959885
Cell_T_Min_charge_start,-0.4969343813959885,0.4969343813959885
Current_std_rolling_std_10,-0.48270281309848573,0.48270281309848573
Current_std_rolling_std_5,-0.47234603948643666,0.47234603948643666
charge_time_to_full_rolling_std_10,0.46232876641706233,0.46232876641706233
thermal_response_ratio_rolling_mean_10,-0.46101450163946084,0.46101450163946084
thermal_response_ratio_rolling_std_10,-0.4552246657310757,0.4552246657310757
thermal_spread_under_load_rolling_std_5,-0.45059322004031604,0.45059322004031604
thermal_spread_under_load_rolling_std_3,-0.44984348713354777,0.44984348713354777
discharge_duration_rolling_std_3,-0.42309129790667827,0.42309129790667827
Cell_V_Avg_mean_rolling_std_3,-0.42022229311313675,0.42022229311313675
voltage_asymmetry_mean_rolling_std_10,0.38122942046035063,0.38122942046035063
Current_std_rolling_mean_10,0.36660007682931217,0.36660007682931217
thermal_spread_under_load_rolling_std_10,-0.3515946879170099,0.3515946879170099
voltage_spread_under_load_roc,0.3456200074322208,0.3456200074322208
energy_efficiency_rolling_std_5,0.3452722350400462,0.3452722350400462
energy_efficiency_roc,-0.3299391454534164,0.3299391454534164
voltage_spread_under_load_rolling_std_3,0.32238018054639234,0.32238018054639234
Current_std_rolling_std_3,-0.3052758712925964,0.3052758712925964
voltage_spread_under_load_delta,0.29950743046752576,0.29950743046752576
voltage_asymmetry_under_load_rolling_std_5,0.29124432829381586,0.29124432829381586
voltage_asymmetry_mean_rolling_std_5,0.29108606790799074,0.29108606790799074
voltage_asymmetry_under_load_roc,0.28105931390616196,0.28105931390616196
energy_efficiency_delta,-0.26886734988649047,0.26886734988649047
Cell_V_Avg_mean_rolling_mean_5,-0.2594474790531796,0.2594474790531796
soc_range,-0.25826627787145057,0.25826627787145057
SOC_range,-0.25826627787145057,0.25826627787145057
SOC_max,-0.25448136785929065,0.25448136785929065
Current_std_rolling_mean_5,0.25195393693901263,0.25195393693901263
charge_time_to_full_roc,-0.24956907878498458,0.24956907878498458
Cell_V_Avg_mean_rolling_mean_10,-0.2481091212197297,0.2481091212197297
voltage_asymmetry_under_load_delta,0.24180933145257763,0.24180933145257763
Cell_V_Avg_range_rolling_std_3,-0.23424325388673958,0.23424325388673958
Cell_V_Min_std,-0.23237138875645028,0.23237138875645028
Cell_V_Avg_std,-0.229857830957748,0.229857830957748
Cell_V_Max_std,-0.22903069381485874,0.22903069381485874
charge_time_to_full_rolling_std_5,0.21191746028615818,0.21191746028615818
voltage_spread_mean_rolling_std_10,0.20771370610884557,0.20771370610884557
voltage_asymmetry_mean_rolling_std_3,0.20495982702422766,0.20495982702422766
energy_efficiency_rolling_std_3,0.18280290961893841,0.18280290961893841
Current_discharge_end,-0.17152076786841353,0.17152076786841353
Cell_V_Avg_range_rolling_std_10,0.16507089404724293,0.16507089404724293
charge_time_to_full_delta,-0.15663107290415373,0.15663107290415373
Cell_V_Avg_mean_rolling_mean_3,-0.1518682400746691,0.1518682400746691
Current_std_rolling_mean_3,0.14567576738013874,0.14567576738013874
thermal_response_ratio_roc,-0.14391018884912785,0.14391018884912785
rest_duration,0.13284373048202955,0.13284373048202955
Cell_V_Avg_range_rolling_std_5,-0.13078053962237607,0.13078053962237607
thermal_spread_mean_roc,-0.12918936355267796,0.12918936355267796
thermal_spread_under_load_roc,-0.12492614124034027,0.12492614124034027
Cell_V_Max_mean,-0.12262977640977075,0.12262977640977075
SOC_std,-0.11863024541064428,0.11863024541064428
Cell_V_Avg_mean,-0.11587554034285191,0.11587554034285191
voltage_spread_max_roc,0.11087395955512672,0.11087395955512672
Cell_V_Min_mean,-0.10877929328733782,0.10877929328733782
Cell_V_Avg_range_roc,0.10356385720040158,0.10356385720040158
charge_time_to_full_rolling_std_3,0.098404613029383,0.098404613029383
SOC_mean,-0.09631037417264417,0.09631037417264417
Current_charge_start,-0.0952990681852869,0.0952990681852869
thermal_spread_under_load_delta,-0.08249040354186091,0.08249040354186091
thermal_spread_mean_delta,-0.07736378483483151,0.07736378483483151
Cell_V_Min_charge_start,0.0728673333603753,0.0728673333603753
voltage_spread_mean_roc,0.06778906371866432,0.06778906371866432
thermal_response_ratio_delta,-0.06722067790674621,0.06722067790674621
Cell_V_Avg_charge_start,0.06556758599270068,0.06556758599270068
voltage_spread_mean_rolling_std_3,-0.06540241630384316,0.06540241630384316
voltage_spread_max_delta,0.06376421435715258,0.06376421435715258
Cell_V_Max_charge_start,0.05907079654957102,0.05907079654957102
Current_std_roc,-0.05853095474399104,0.05853095474399104
Cell_V_Avg_mean_roc,-0.0493486582338059,0.0493486582338059
voltage_asymmetry_mean_roc,0.046430574623822184,0.046430574623822184
Cell_V_Avg_range_delta,0.04162436003316051,0.04162436003316051
SOC_min,0.04155217281203614,0.04155217281203614
SOC_discharge_end,0.04155217281203614,0.04155217281203614
Cell_V_Avg_mean_delta,-0.03678061141798975,0.03678061141798975
discharge_duration_roc,0.03384068677259468,0.03384068677259468
voltage_asymmetry_under_load_rolling_std_3,-0.031474350904238925,0.031474350904238925
Current_std_delta,-0.02794333599895729,0.02794333599895729
voltage_spread_mean_delta,0.025906157954393737,0.025906157954393737
Cell_V_Min_discharge_end,0.022254795332091827,0.022254795332091827
Cell_T_Max_min,0.020543944076277333,0.020543944076277333
Cell_T_Avg_min,0.020543944076277333,0.020543944076277333
Cell_T_Min_min,0.020543944076277333,0.020543944076277333
discharge_duration_delta,0.01646114410322459,0.01646114410322459
Cell_V_Avg_discharge_end,0.013305306066243361,0.013305306066243361
Current_std,0.011596830786500586,0.011596830786500586
voltage_spread_max_rolling_std_10,0.011091950008740564,0.011091950008740564
voltage_spread_mean_rolling_std_5,0.010886253662008327,0.010886253662008327
SOC_charge_start,-0.009669172381337245,0.009669172381337245
voltage_spread_max_rolling_std_3,-0.009097011340888974,0.009097011340888974
SOC_range_roc,0.008951914138807828,0.008951914138807828
Cell_V_Max_discharge_end,0.008179417242851829,0.008179417242851829
voltage_asymmetry_mean_delta,0.007911311575859925,0.007911311575859925
SOC_range_delta,0.005967942759205503,0.005967942759205503
voltage_spread_max_rolling_std_5,0.0038944468173058746,0.0038944468173058746
